master_project_en,project_name_en,growth_stage,property_type_en,median_price,price_per_sqm,transaction_count,earliest_transaction_year,developer_name
Liwan1,QPOINT LIWAN - PLOT R002,Maturity,Unit,431108.0,5311.868925626932,20,2018.0,Unknown / Mixed
Liwan1,QPOINT LIWAN - PLOT R002,Off-Plan or Launch,Unit,560126.5,7022.801308168864,80,2009.0,Unknown / Mixed
Liwan1,QPOINT LIWAN - PLOT R002,Stabilized / Legacy,Unit,441240.0,5566.615091785386,36,2022.0,Unknown / Mixed
Liwan1,QPOINT LIWAN - PLOT R003,Early Growth,Unit,500000.0,5746.385495764665,17,2019.0,Unknown / Mixed
Liwan1,QPOINT LIWAN - PLOT R003,Maturity,Unit,410000.0,5168.256860118361,21,2021.0,Unknown / Mixed
Liwan1,QPOINT LIWAN - PLOT R003,Off-Plan or Launch,Unit,637059.0,7267.438604236617,95,2009.0,Unknown / Mixed
Liwan1,QPOINT LIWAN - PLOT R003,Stabilized / Legacy,Unit,702500.0,5742.559408020129,6,2025.0,Unknown / Mixed
Liwan1,QPOINT LIWAN- R093,Early Growth,Unit,477500.0,7466.028015677921,18,2016.0,Unknown / Mixed
Liwan1,QPOINT LIWAN- R093,Maturity,Unit,339596.0,5847.456808205572,8,2018.0,Unknown / Mixed
Liwan1,QPOINT LIWAN- R093,Off-Plan or Launch,Unit,533500.0,7510.659199641155,84,2009.0,Unknown / Mixed
Liwan1,QPOINT LIWAN- R093,Stabilized / Legacy,Unit,340000.0,5560.275887822592,26,2022.0,Unknown / Mixed
Liwan1,QPOINT LIWAN-PLOT R004,Early Growth,Unit,504768.0,6899.271522726248,24,2017.0,Unknown / Mixed
Liwan1,QPOINT LIWAN-PLOT R004,Maturity,Unit,380000.0,4711.780717078881,29,2019.0,Unknown / Mixed
Liwan1,QPOINT LIWAN-PLOT R004,Off-Plan or Launch,Unit,580486.0,7430.798670373208,262,2009.0,Unknown / Mixed
Liwan1,QPOINT LIWAN-PLOT R004,Stabilized / Legacy,Unit,456268.0,5253.738810285422,3,2023.0,Unknown / Mixed
Liwan1,QPOINT LIWAN-PLOT R005,Early Growth,Land,2500000.0,49144.879103597406,1,2017.0,Unknown / Mixed
Liwan1,QPOINT LIWAN-PLOT R005,Early Growth,Unit,650000.0,7074.602425996901,37,2016.0,Unknown / Mixed
Liwan1,QPOINT LIWAN-PLOT R005,Maturity,Land,2500000.0,49144.879103597406,1,2020.0,Unknown / Mixed
Liwan1,QPOINT LIWAN-PLOT R005,Maturity,Unit,415000.0,5572.918262181367,50,2018.0,Unknown / Mixed
Liwan1,QPOINT LIWAN-PLOT R005,Off-Plan or Launch,Unit,670406.0,7508.632175113029,340,2009.0,Unknown / Mixed
Liwan1,QPOINT LIWAN-PLOT R005,Stabilized / Legacy,Unit,337018.5,4932.069510811548,18,2022.0,Unknown / Mixed
Liwan1,QPOINT LIWAN-PLOT R008 A&B,Early Growth,Unit,574000.0,6815.674201718258,40,2016.0,Unknown / Mixed
Liwan1,QPOINT LIWAN-PLOT R008 A&B,Maturity,Unit,525000.0,4989.323851048366,41,2018.0,Unknown / Mixed
Liwan1,QPOINT LIWAN-PLOT R008 A&B,Off-Plan or Launch,Unit,631527.0,7275.280811598129,275,2009.0,Unknown / Mixed
Liwan1,QPOINT LIWAN-PLOT R008 A&B,Stabilized / Legacy,Unit,500000.0,5788.278029115634,65,2022.0,Unknown / Mixed
Liwan1,QPOINT LIWAN-PLOT R009,Early Growth,Unit,568664.0,5537.823664297433,22,2019.0,Unknown / Mixed
Liwan1,QPOINT LIWAN-PLOT R009,Maturity,Unit,475000.0,5641.641242099882,32,2021.0,Unknown / Mixed
Liwan1,QPOINT LIWAN-PLOT R009,Off-Plan or Launch,Unit,614333.0,8967.07218075284,94,2009.0,Unknown / Mixed
Liwan1,QPOINT LIWAN-PLOT R009,Stabilized / Legacy,Unit,740000.0,6971.677212493613,4,2025.0,Unknown / Mixed
Liwan1,QPOINT LIWAN-PLOT R015,Early Growth,Unit,440000.0,5001.211071346796,24,2019.0,Unknown / Mixed
Liwan1,QPOINT LIWAN-PLOT R015,Maturity,Unit,500000.0,5632.043980040489,36,2021.0,Unknown / Mixed
Liwan1,QPOINT LIWAN-PLOT R015,Off-Plan or Launch,Unit,672680.0,7672.385040030928,75,2014.0,Unknown / Mixed
Liwan1,QPOINT LIWAN-PLOT R015,Stabilized / Legacy,Unit,1000640.0,6891.002473748764,5,2025.0,Unknown / Mixed
Liwan1,QPOINT LIWAN-PLOT R016,Early Growth,Unit,637452.0,5416.100404530792,9,2019.0,Unknown / Mixed
Liwan1,QPOINT LIWAN-PLOT R016,Maturity,Unit,455000.0,5200.000143631073,16,2021.0,Unknown / Mixed
Liwan1,QPOINT LIWAN-PLOT R016,Off-Plan or Launch,Unit,580459.0,6525.572613517013,49,2009.0,Unknown / Mixed
Liwan1,QPOINT LIWAN-PLOT R016,Stabilized / Legacy,Unit,575000.0,6761.674973685087,3,2025.0,Unknown / Mixed
Liwan1,QPOINT LIWAN-PLOT R017,Early Growth,Unit,660042.0,5722.414590555844,5,2019.0,Unknown / Mixed
Liwan1,QPOINT LIWAN-PLOT R017,Maturity,Unit,351000.0,5019.573735642326,18,2021.0,Unknown / Mixed
Liwan1,QPOINT LIWAN-PLOT R017,Off-Plan or Launch,Unit,542487.0,9654.87484975982,123,2010.0,Unknown / Mixed
Liwan1,QPOINT LIWAN-PLOT R017,Stabilized / Legacy,Unit,499460.0,6548.259665608509,13,2025.0,Unknown / Mixed
Liwan1,QPOINT LIWAN-PLOT R020,Early Growth,Unit,480000.0,6140.370318527017,13,2017.0,Unknown / Mixed
Liwan1,QPOINT LIWAN-PLOT R020,Maturity,Unit,350000.0,5259.201112337363,30,2019.0,Unknown / Mixed
Liwan1,QPOINT LIWAN-PLOT R020,Off-Plan or Launch,Unit,620000.0,8489.252406518091,72,2009.0,Unknown / Mixed
Liwan1,QPOINT LIWAN-PLOT R020,Stabilized / Legacy,Unit,497500.0,6579.08547602345,8,2023.0,Unknown / Mixed
Liwan1,QPOINT LIWAN-PLOT R022,Early Growth,Unit,495209.0,5805.82295630976,51,2019.0,Unknown / Mixed
Liwan1,QPOINT LIWAN-PLOT R022,Maturity,Unit,460000.0,4282.731442914604,14,2021.0,Unknown / Mixed
Liwan1,QPOINT LIWAN-PLOT R022,Off-Plan or Launch,Unit,357613.0,5856.094728925695,12,2009.0,Unknown / Mixed
Liwan1,QPOINT LIWAN-PLOT R022,Stabilized / Legacy,Unit,551120.0,7299.3188963363555,10,2025.0,Unknown / Mixed
Liwan1,QPOINT LIWAN-PLOT R046,Early Growth,Unit,746532.0,5953.842727199011,9,2019.0,Unknown / Mixed
Liwan1,QPOINT LIWAN-PLOT R046,Maturity,Unit,599865.0,6151.273571403818,27,2021.0,Unknown / Mixed
Liwan1,QPOINT LIWAN-PLOT R046,Off-Plan or Launch,Unit,579556.0,7641.082734473419,38,2009.0,Unknown / Mixed
Liwan1,QPOINT LIWAN-PLOT R046,Stabilized / Legacy,Unit,480000.0,6845.815282894226,3,2025.0,Unknown / Mixed
Liwan1,QPOINT LIWAN-PLOT R047,Early Growth,Unit,635000.0,7080.320206145665,23,2016.0,Unknown / Mixed
Liwan1,QPOINT LIWAN-PLOT R047,Maturity,Unit,460000.0,5098.638160287863,15,2018.0,Unknown / Mixed
Liwan1,QPOINT LIWAN-PLOT R047,Off-Plan or Launch,Unit,598869.0,7101.003550530752,101,2009.0,Unknown / Mixed
Liwan1,QPOINT LIWAN-PLOT R047,Stabilized / Legacy,Unit,400000.0,5461.807231577985,27,2022.0,Unknown / Mixed
Liwan1,QPOINT LIWAN-PLOT R048,Early Growth,Unit,884000.0,7256.156479822314,12,2016.0,Unknown / Mixed
Liwan1,QPOINT LIWAN-PLOT R048,Maturity,Unit,471250.0,5417.991023921664,14,2018.0,Unknown / Mixed
Liwan1,QPOINT LIWAN-PLOT R048,Off-Plan or Launch,Unit,654978.0,7220.207170485877,89,2009.0,Unknown / Mixed
Liwan1,QPOINT LIWAN-PLOT R048,Stabilized / Legacy,Unit,565000.0,5759.459882716305,21,2022.0,Unknown / Mixed
Liwan1,QPOINT LIWAN-PLOT R051,Early Growth,Unit,745000.0,5138.542497976958,24,2019.0,Unknown / Mixed
Liwan1,QPOINT LIWAN-PLOT R051,Maturity,Unit,511000.0,5202.511693634639,29,2021.0,Unknown / Mixed
Liwan1,QPOINT LIWAN-PLOT R051,Off-Plan or Launch,Unit,598910.0,7151.200656969973,41,2014.0,Unknown / Mixed
Liwan1,QPOINT LIWAN-PLOT R051,Stabilized / Legacy,Unit,920000.0,6790.692268837743,3,2025.0,Unknown / Mixed
Liwan1,QPOINT LIWAN-PLOT R052,Early Growth,Unit,495000.0,5538.049742620252,23,2019.0,Unknown / Mixed
Liwan1,QPOINT LIWAN-PLOT R052,Maturity,Unit,365000.0,4966.77748287222,20,2021.0,Unknown / Mixed
Liwan1,QPOINT LIWAN-PLOT R052,Off-Plan or Launch,Unit,545304.0,11266.46525663594,45,2009.0,Unknown / Mixed
Liwan1,QPOINT LIWAN-PLOT R052,Stabilized / Legacy,Unit,680000.0,5747.9752605625645,3,2025.0,Unknown / Mixed
Liwan1,QPOINT LIWAN-PLOT R053,Early Growth,Unit,445215.0,5257.62243750135,27,2019.0,Unknown / Mixed
Liwan1,QPOINT LIWAN-PLOT R053,Maturity,Unit,418840.0,4796.3076554744,30,2021.0,Unknown / Mixed
Liwan1,QPOINT LIWAN-PLOT R053,Off-Plan or Launch,Unit,666000.0,6886.7665353425045,43,2009.0,Unknown / Mixed
Liwan1,QPOINT LIWAN-PLOT R053,Stabilized / Legacy,Unit,1076608.0,6318.01288513182,2,2025.0,Unknown / Mixed
Liwan1,QPOINT LIWAN-PLOT R055,Early Growth,Unit,615000.0,6592.881800279095,13,2017.0,Unknown / Mixed
Liwan1,QPOINT LIWAN-PLOT R055,Maturity,Land,880000.0,12824.24948994462,1,2019.0,Unknown / Mixed
Liwan1,QPOINT LIWAN-PLOT R055,Maturity,Unit,519000.0,5320.542530689013,16,2019.0,Unknown / Mixed
Liwan1,QPOINT LIWAN-PLOT R055,Off-Plan or Launch,Unit,627836.0,1716739.8214610266,91,2009.0,Unknown / Mixed
Liwan1,QPOINT LIWAN-PLOT R055,Stabilized / Legacy,Unit,510000.0,5951.675273415034,36,2023.0,Unknown / Mixed
Liwan1,QPOINT LIWAN-PLOT R068,Early Growth,Unit,650000.0,7262.471284765306,19,2016.0,Unknown / Mixed
Liwan1,QPOINT LIWAN-PLOT R068,Maturity,Unit,474803.0,4566.652018348437,10,2019.0,Unknown / Mixed
Liwan1,QPOINT LIWAN-PLOT R068,Off-Plan or Launch,Unit,430997.0,7993.713354670632,67,2009.0,Unknown / Mixed
Liwan1,QPOINT LIWAN-PLOT R068,Stabilized / Legacy,Unit,485000.0,5089.42694562399,15,2022.0,Unknown / Mixed
Liwan1,QPOINT LIWAN-PLOT R069,Early Growth,Unit,635404.0,7699.191502506038,13,2016.0,Unknown / Mixed
Liwan1,QPOINT LIWAN-PLOT R069,Maturity,Unit,445001.0,5170.837740382085,9,2018.0,Unknown / Mixed
Liwan1,QPOINT LIWAN-PLOT R069,Off-Plan or Launch,Unit,639828.0,3451943.121305853,73,2009.0,Unknown / Mixed
Liwan1,QPOINT LIWAN-PLOT R069,Stabilized / Legacy,Unit,460000.0,5923.987835943538,19,2022.0,Unknown / Mixed
Liwan1,QPOINT LIWAN-PLOT R070,Early Growth,Unit,627000.0,7011.763999112623,15,2016.0,Unknown / Mixed
Liwan1,QPOINT LIWAN-PLOT R070,Maturity,Unit,500000.0,5138.091436095563,18,2018.0,Unknown / Mixed
Liwan1,QPOINT LIWAN-PLOT R070,Off-Plan or Launch,Unit,603226.0,7250.244894850867,72,2009.0,Unknown / Mixed
Liwan1,QPOINT LIWAN-PLOT R070,Stabilized / Legacy,Unit,470000.0,5295.0982712024925,27,2022.0,Unknown / Mixed
Liwan1,QPOINT LIWAN-PLOT R071,Early Growth,Unit,495000.0,6642.555290046828,9,2016.0,Unknown / Mixed
Liwan1,QPOINT LIWAN-PLOT R071,Maturity,Unit,386250.0,4827.873264554518,9,2018.0,Unknown / Mixed
Liwan1,QPOINT LIWAN-PLOT R071,Off-Plan or Launch,Unit,617829.0,7753.12514006286,78,2009.0,Unknown / Mixed
Liwan1,QPOINT LIWAN-PLOT R071,Stabilized / Legacy,Unit,510000.0,5732.328399324144,11,2022.0,Unknown / Mixed
Liwan1,QPOINT LIWAN-PLOT R072,Early Growth,Unit,441875.0,6976.407765787881,10,2016.0,Unknown / Mixed
Liwan1,QPOINT LIWAN-PLOT R072,Maturity,Unit,438615.5,4828.469943987577,16,2018.0,Unknown / Mixed
Liwan1,QPOINT LIWAN-PLOT R072,Off-Plan or Launch,Unit,617538.0,7232.663448006859,71,2009.0,Unknown / Mixed
Liwan1,QPOINT LIWAN-PLOT R072,Stabilized / Legacy,Unit,551200.0,5522.97012755821,26,2022.0,Unknown / Mixed
Liwan1,QPOINT LIWAN-PLOT R073,Off-Plan or Launch,Unit,607874.0,8550.211278841412,53,2009.0,Unknown / Mixed
Liwan1,QPOINT LIWAN-PLOT R081,Off-Plan or Launch,Unit,216033.0,5932.30779598769,17,2009.0,Unknown / Mixed
Liwan1,QPOINT LIWAN-PLOT R082,Early Growth,Unit,315800.0,4880.989180834621,1,2022.0,Unknown / Mixed
Liwan1,QPOINT LIWAN-PLOT R082,Maturity,Unit,350000.0,5674.448767833982,1,2024.0,Unknown / Mixed
Liwan1,QPOINT LIWAN-PLOT R082,Off-Plan or Launch,Unit,689036.0,7005.347793289217,62,2009.0,Unknown / Mixed
Liwan1,QPOINT LIWAN-PLOT R092,Early Growth,Unit,542491.5,7328.101921644515,16,2016.0,Unknown / Mixed
Liwan1,QPOINT LIWAN-PLOT R092,Maturity,Unit,435000.0,5695.311772094851,15,2018.0,Unknown / Mixed
Liwan1,QPOINT LIWAN-PLOT R092,Off-Plan or Launch,Unit,564770.0,7663.854979885934,107,2009.0,Unknown / Mixed
Liwan1,QPOINT LIWAN-PLOT R092,Stabilized / Legacy,Unit,480000.0,6301.989501937313,26,2022.0,Unknown / Mixed
Liwan1,QPOINT LIWAN-PLOT R094,Early Growth,Unit,641000.0,6886.247495377175,16,2016.0,Unknown / Mixed
Liwan1,QPOINT LIWAN-PLOT R094,Maturity,Unit,450000.0,5782.009275131826,10,2018.0,Unknown / Mixed
Liwan1,QPOINT LIWAN-PLOT R094,Off-Plan or Launch,Unit,582717.0,7342.582056791962,87,2009.0,Unknown / Mixed
Liwan1,QPOINT LIWAN-PLOT R094,Stabilized / Legacy,Unit,505000.0,5842.410541643785,18,2022.0,Unknown / Mixed
Liwan1,QPOINT LIWAN-PLOT R095,Early Growth,Unit,637375.0,7519.120075441389,16,2016.0,Unknown / Mixed
Liwan1,QPOINT LIWAN-PLOT R095,Maturity,Unit,457617.0,6229.854290614312,8,2018.0,Unknown / Mixed
Liwan1,QPOINT LIWAN-PLOT R095,Off-Plan or Launch,Unit,500000.0,7499.730393908927,53,2009.0,Unknown / Mixed
Liwan1,QPOINT LIWAN-PLOT R095,Stabilized / Legacy,Unit,440000.0,6400.736971940131,15,2022.0,Unknown / Mixed
Liwan1,QPOINT LIWAN-PLOT R096,Early Growth,Unit,653758.0,7565.132373603026,21,2017.0,Unknown / Mixed
Liwan1,QPOINT LIWAN-PLOT R096,Maturity,Unit,350000.0,4882.255693854812,15,2019.0,Unknown / Mixed
Liwan1,QPOINT LIWAN-PLOT R096,Off-Plan or Launch,Building,3483221.0,1393.2772537819696,1,2015.0,Unknown / Mixed
Liwan1,QPOINT LIWAN-PLOT R096,Off-Plan or Launch,Unit,510000.0,7377.301840386369,29,2009.0,Unknown / Mixed
Liwan1,QPOINT LIWAN-PLOT R096,Stabilized / Legacy,Unit,430000.0,6285.915361005484,11,2023.0,Unknown / Mixed
Liwan1,QPOINT LIWAN-PLOT R097,Early Growth,Unit,562656.0,7349.637878196477,7,2016.0,Unknown / Mixed
Liwan1,QPOINT LIWAN-PLOT R097,Maturity,Unit,420000.0,4886.0158139823925,15,2018.0,Unknown / Mixed
Liwan1,QPOINT LIWAN-PLOT R097,Off-Plan or Launch,Unit,547314.0,8253.77930760689,76,2009.0,Unknown / Mixed
Liwan1,QPOINT LIWAN-PLOT R097,Stabilized / Legacy,Unit,440000.0,6352.146855269783,13,2022.0,Unknown / Mixed
Liwan1,QPOINT LIWAN-PLOT R098,Early Growth,Unit,727500.0,8087.579840285539,6,2016.0,Unknown / Mixed
Liwan1,QPOINT LIWAN-PLOT R098,Maturity,Unit,372000.0,4930.957232616261,11,2019.0,Unknown / Mixed
Liwan1,QPOINT LIWAN-PLOT R098,Off-Plan or Launch,Unit,565000.0,7681.154843729313,87,2009.0,Unknown / Mixed
Liwan1,QPOINT LIWAN-PLOT R098,Stabilized / Legacy,Unit,462500.0,4865.446382277151,14,2022.0,Unknown / Mixed
Liwan1,QPOINT LIWAN-PLOT R099,Early Growth,Unit,541292.0,5940.080013117628,7,2017.0,Unknown / Mixed
Liwan1,QPOINT LIWAN-PLOT R099,Maturity,Unit,395000.0,5048.183802422978,13,2019.0,Unknown / Mixed
Liwan1,QPOINT LIWAN-PLOT R099,Off-Plan or Launch,Unit,573738.0,7287.181224338561,59,2009.0,Unknown / Mixed
Liwan1,QPOINT LIWAN-PLOT R099,Stabilized / Legacy,Unit,507500.0,5974.453107664336,16,2023.0,Unknown / Mixed
Liwan1,QPOINT LIWAN-PLOT R100,Off-Plan or Launch,Unit,434899.0,7128.290368038731,26,2015.0,Unknown / Mixed
Liwan1,QPOINT LIWAN-PLOTR001,Early Growth,Unit,530368.0,6979.809932810818,3,2016.0,Unknown / Mixed
Liwan1,QPOINT LIWAN-PLOTR001,Maturity,Unit,520000.0,4399.921212253115,40,2018.0,Unknown / Mixed
Liwan1,QPOINT LIWAN-PLOTR001,Off-Plan or Launch,Unit,711126.0,7548.931319177558,76,2009.0,Unknown / Mixed
Liwan1,QPOINT LIWAN-PLOTR001,Stabilized / Legacy,Unit,526493.0,5155.434449500949,23,2022.0,Unknown / Mixed
Liwan1,QPOINT LIWAN-R019,Early Growth,Unit,499850.0,7065.836653563242,18,2016.0,Unknown / Mixed
Liwan1,QPOINT LIWAN-R019,Maturity,Unit,500000.0,5087.991713513856,7,2018.0,Unknown / Mixed
Liwan1,QPOINT LIWAN-R019,Off-Plan or Launch,Unit,601776.0,7275.2890824959395,87,2009.0,Unknown / Mixed
Liwan1,QPOINT LIWAN-R019,Stabilized / Legacy,Unit,493328.5,5457.360884319936,20,2022.0,Unknown / Mixed
Liwan1,SUNRISE BOULEVARD ,Off-Plan or Launch,Villa,3000000.0,3535.734489911371,1,2017.0,Unknown / Mixed
Liwan1,SUNRISE BOULEVARD 10,Early Growth,Villa,1420000.0,6765.770916714313,2,2014.0,Unknown / Mixed
Liwan1,SUNRISE BOULEVARD 10,Maturity,Villa,1375000.0,6499.952727616526,1,2017.0,Unknown / Mixed
Liwan1,SUNRISE BOULEVARD 10,Off-Plan or Launch,Villa,1500000.0,7471.105712842307,11,2009.0,Unknown / Mixed
Liwan1,SUNRISE BOULEVARD 10,Stabilized / Legacy,Villa,1650000.0,7861.635220125786,1,2023.0,Unknown / Mixed
Liwan1,SUNRISE BOULEVARD 11,Early Growth,Villa,675644.0,3219.191919191919,1,2015.0,Unknown / Mixed
Liwan1,SUNRISE BOULEVARD 11,Maturity,Villa,1200000.0,5717.552887364208,1,2017.0,Unknown / Mixed
Liwan1,SUNRISE BOULEVARD 11,Off-Plan or Launch,Villa,1499500.0,6522.234670897708,16,2009.0,Unknown / Mixed
Liwan1,SUNRISE BOULEVARD 11,Stabilized / Legacy,Villa,1103119.5,5346.38443270489,2,2022.0,Unknown / Mixed
Liwan1,SUNRISE BOULEVARD 12,Off-Plan or Launch,Villa,1525000.0,7241.58251336619,12,2013.0,Unknown / Mixed
Liwan1,SUNRISE BOULEVARD 12,Stabilized / Legacy,Villa,1500000.0,7074.722951113707,4,2021.0,Unknown / Mixed
Liwan1,SUNRISE BOULEVARD 5,Off-Plan or Launch,Villa,3000000.0,3533.777018670122,1,2017.0,Unknown / Mixed
Liwan1,Symbolic Alpha,Off-Plan or Launch,Unit,830200.0,11418.040297153915,76,2023.0,Unknown / Mixed
Liwan1,Wavez Residence,Early Growth,Unit,470000.0,11567.498792612068,8,2025.0,Unknown / Mixed
Liwan1,Wavez Residence,Off-Plan or Launch,Building,22624000.0,2639.7464797935245,1,2019.0,Unknown / Mixed
Liwan1,Wavez Residence,Off-Plan or Launch,Unit,365375.0,9944.159400765831,410,2019.0,Unknown / Mixed
Majan,AMETHYST BY SIROYA,Off-Plan or Launch,Land,6317096.0,2960.116584741831,1,2024.0,Unknown / Mixed
Majan,AMETHYST BY SIROYA,Off-Plan or Launch,Unit,1253200.0,13253.19618910938,7,2025.0,Unknown / Mixed
Majan,ARAS HEIGHTS,Maturity,Unit,1244500.0,11345.46763927214,45,2024.0,Unknown / Mixed
Majan,ARAS HEIGHTS,Off-Plan or Launch,Land,3940000.0,2313.808858246908,1,2020.0,Unknown / Mixed
Majan,ARAS Residence,Early Growth,Unit,680000.0,9912.853313139232,7,2025.0,Unknown / Mixed
Majan,ARAS Residence,Off-Plan or Launch,Land,5501700.0,3313.279132791328,1,2019.0,Unknown / Mixed
Majan,ARAS Residence,Off-Plan or Launch,Unit,699999.0,9052.086773027144,84,2021.0,Unknown / Mixed
Majan,CELIA HEIGHTS,Early Growth,Unit,750000.0,21398.00285306705,1,2025.0,Unknown / Mixed
Majan,CELIA HEIGHTS,Off-Plan or Launch,Land,6179500.0,3538.0113382080262,2,2016.0,Unknown / Mixed
Majan,CELIA HEIGHTS,Off-Plan or Launch,Unit,764555.0,12569.21238348891,124,2024.0,Unknown / Mixed
Majan,Dusit Rijas,Off-Plan or Launch,Land,4000000.0,2549.329526334574,1,2016.0,Unknown / Mixed
Majan,Dusit Rijas,Stabilized / Legacy,Land,11800000.0,7520.522102686993,1,2024.0,Unknown / Mixed
Majan,ESTRELLA BY NEXUS,Off-Plan or Launch,Building,7402004.5,4506.465330922419,2,2022.0,Unknown / Mixed
Majan,FOREST CITY TOWER,Maturity,Unit,918888.0,14439.077448353984,7,2024.0,Unknown / Mixed
Majan,FOREST CITY TOWER,Off-Plan or Launch,Land,17700000.0,3432.261317251476,2,2016.0,Unknown / Mixed
Majan,FORUM RESIDENCES,Off-Plan or Launch,Land,7771434.5,4680.290100333643,2,2014.0,Unknown / Mixed
Majan,FORUM RESIDENCES,Stabilized / Legacy,Land,23000000.0,13851.58329619503,1,2023.0,Unknown / Mixed
Majan,FORUM RESIDENCES,Stabilized / Legacy,Unit,819054.5,8921.242031506636,42,2023.0,Unknown / Mixed
Majan,Iliyaa 5,Maturity,Land,7400000.0,4586.871629579124,1,2022.0,Unknown / Mixed
Majan,Iliyaa 5,Off-Plan or Launch,Land,7688000.0,4765.387714622203,1,2018.0,Unknown / Mixed
Majan,LAZORD BY LAPIS,Early Growth,Land,8301453.0,2760.3972281152114,1,2022.0,Unknown / Mixed
Majan,LAZORD BY LAPIS,Maturity,Land,19739013.0,6563.612029235138,1,2024.0,Unknown / Mixed
Majan,LAZORD BY LAPIS,Maturity,Unit,687681.0,16377.896121297828,76,2025.0,Unknown / Mixed
Majan,LAZORD BY LAPIS,Off-Plan or Launch,Land,15681000.0,5214.242486715835,1,2019.0,Unknown / Mixed
Majan,MADISON RESIDENCE,Early Growth,Unit,425000.0,7178.153863875017,18,2016.0,Unknown / Mixed
Majan,MADISON RESIDENCE,Maturity,Unit,255000.0,5647.621001226598,11,2018.0,Unknown / Mixed
Majan,MADISON RESIDENCE,Off-Plan or Launch,Unit,607870.0,11432.22819958972,116,2009.0,Unknown / Mixed
Majan,MADISON RESIDENCE,Stabilized / Legacy,Unit,466500.0,7861.221208741476,18,2023.0,Unknown / Mixed
Majan,PODIUM,Maturity,Land,13000000.0,2631.765408480358,1,2020.0,Unknown / Mixed
Majan,PODIUM,Off-Plan or Launch,Land,15400000.0,3117.6297915844243,1,2016.0,Unknown / Mixed
Majan,Paradise View 1,Off-Plan or Launch,Unit,417500.0,7136.139275993975,185,2024.0,Unknown / Mixed
Majan,SAMAYA,Early Growth,Unit,353814.0,8426.149083115026,2,2025.0,Unknown / Mixed
Majan,SAMAYA,Off-Plan or Launch,Building,16429140.0,4803.3926650138,1,2016.0,Unknown / Mixed
Majan,SAMAYA,Off-Plan or Launch,Land,96000000.0,618277.8386037225,1,2020.0,Unknown / Mixed
Majan,SAMAYA,Off-Plan or Launch,Unit,470000.0,10741.118968333334,9,2019.0,Unknown / Mixed
Majan,SANALI FLAMINGO,Off-Plan or Launch,Land,23417371.0,8461.316746038055,1,2024.0,Unknown / Mixed
Majan,SHERENA RESIDENCE,Early Growth,Unit,441000.0,5639.156484968199,12,2019.0,Unknown / Mixed
Majan,SHERENA RESIDENCE,Maturity,Unit,700000.0,7882.11618321838,175,2021.0,Unknown / Mixed
Majan,SHERENA RESIDENCE,Off-Plan or Launch,Building,28235000.0,4511.860912918767,2,2014.0,Unknown / Mixed
Majan,SHERENA RESIDENCE,Off-Plan or Launch,Land,70000000.0,141864.09419775853,1,2018.0,Unknown / Mixed
Majan,SHERENA RESIDENCE,Off-Plan or Launch,Unit,716777.0,8194.212787608958,155,2015.0,Unknown / Mixed
Majan,SHERENA RESIDENCE,Stabilized / Legacy,Unit,836000.0,8531.803942844414,18,2025.0,Unknown / Mixed
Majan,SHERENA RESIDENCE 2,Maturity,Land,21000000.0,244214.4435399465,1,2024.0,Unknown / Mixed
Majan,SHERENA RESIDENCE 2,Maturity,Unit,561159.0,9278.782602612811,63,2023.0,Unknown / Mixed
Majan,SHERENA RESIDENCE 2,Off-Plan or Launch,Building,5999250.0,3863.318039120985,2,2017.0,Unknown / Mixed
Majan,SYANN PALM,Off-Plan or Launch,Land,92000000.0,14807.041714011646,1,2025.0,Unknown / Mixed
Majan,Samana Barari Lagoons,Off-Plan or Launch,Land,34000000.0,7198.799849718485,3,2024.0,Unknown / Mixed
Majan,Samana Barari Lagoons,Off-Plan or Launch,Unit,1155000.0,19149.08184727122,287,2024.0,Unknown / Mixed
